GEOID,Census_Tract,County,State,Total,Total_Owner,Owner_plumbing,Owner_no_plumbing,Total_Renter,Renter_plumbing,Renter_no_plumbing
36047040300,Census Tract 403, Kings, New York,1308,402,393,9,906,906,0,
36047040400,Census Tract 404, Kings, New York,794,415,409,6,379,379,0,
36047040500,Census Tract 405, Kings, New York,669,130,130,0,539,539,0,
36047040600,Census Tract 406, Kings, New York,1154,459,459,0,695,695,0,
36047040700,Census Tract 407, Kings, New York,0,0,0,0,0,0,0,
36047040800,Census Tract 408, Kings, New York,1193,712,712,0,481,481,0,
36047040900,Census Tract 409, Kings, New York,1349,188,188,0,1161,1161,0,
36047041000,Census Tract 410, Kings, New York,631,313,313,0,318,318,0,
36047041100,Census Tract 411, Kings, New York,1178,203,203,0,975,975,0,
36047041200,Census Tract 412, Kings, New York,1119,491,491,0,628,628,0,
36047041300,Census Tract 413, Kings, New York,1402,332,332,0,1070,1070,0,
36047041401,Census Tract 414.01, Kings, New York,445,189,189,0,256,256,0,
36047041402,Census Tract 414.02, Kings, New York,751,189,189,0,562,562,0,
36047041500,Census Tract 415, Kings, New York,1461,257,257,0,1204,1204,0,
36047041600,Census Tract 416, Kings, New York,722,286,286,0,436,436,0,
36047041700,Census Tract 417, Kings, New York,1296,204,204,0,1092,1060,32,
36047041800,Census Tract 418, Kings, New York,856,322,322,0,534,534,0,
36047041900,Census Tract 419, Kings, New York,1250,150,150,0,1100,1100,0,
36047042000,Census Tract 420, Kings, New York,513,283,283,0,230,230,0,
36047042100,Census Tract 421, Kings, New York,1599,250,250,0,1349,1349,0,
36047042200,Census Tract 422, Kings, New York,1054,427,404,23,627,627,0,
36047042300,Census Tract 423, Kings, New York,1366,114,114,0,1252,1252,0,
36047042400,Census Tract 424, Kings, New York,1136,353,353,0,783,783,0,
36047042500,Census Tract 425, Kings, New York,1088,53,53,0,1035,1035,0,
36047042600,Census Tract 426, Kings, New York,1584,638,638,0,946,946,0,
36047042700,Census Tract 427, Kings, New York,1822,131,131,0,1691,1682,9,
36047042800,Census Tract 428, Kings, New York,1446,597,597,0,849,838,11,
36047042900,Census Tract 429, Kings, New York,1855,80,80,0,1775,1775,0,
36047043000,Census Tract 430, Kings, New York,1173,200,200,0,973,973,0,
36047043100,Census Tract 431, Kings, New York,1823,51,51,0,1772,1772,0,
36047043200,Census Tract 432, Kings, New York,1369,425,425,0,944,944,0,
36047043300,Census Tract 433, Kings, New York,1230,35,35,0,1195,1195,0,
36047043400,Census Tract 434, Kings, New York,1239,426,426,0,813,813,0,
36047043500,Census Tract 435, Kings, New York,1662,361,361,0,1301,1248,53,
36047043600,Census Tract 436, Kings, New York,1581,455,455,0,1126,1126,0,
36047043700,Census Tract 437, Kings, New York,1925,236,236,0,1689,1526,163,
36047043800,Census Tract 438, Kings, New York,944,165,165,0,779,779,0,
36047043900,Census Tract 439, Kings, New York,1211,344,344,0,867,867,0,
36047044000,Census Tract 440, Kings, New York,861,322,322,0,539,539,0,
36047044100,Census Tract 441, Kings, New York,1989,212,212,0,1777,1777,0,
36047044200,Census Tract 442, Kings, New York,950,492,492,0,458,458,0,
36047044300,Census Tract 443, Kings, New York,2000,147,147,0,1853,1853,0,
36047044400,Census Tract 444, Kings, New York,1178,441,441,0,737,737,0,
36047044500,Census Tract 445, Kings, New York,1704,298,298,0,1406,1406,0,
36047044600,Census Tract 446, Kings, New York,617,255,255,0,362,362,0,
36047044700,Census Tract 447, Kings, New York,925,40,40,0,885,873,12,
36047044800,Census Tract 448, Kings, New York,708,456,456,0,252,252,0,
36047044901,Census Tract 449.01, Kings, New York,1136,19,19,0,1117,1117,0,
36047044902,Census Tract 449.02, Kings, New York,0,0,0,0,0,0,0,
36047045000,Census Tract 450, Kings, New York,196,108,108,0,88,88,0,
36047045200,Census Tract 452, Kings, New York,827,500,500,0,327,327,0,
36047045300,Census Tract 453, Kings, New York,673,0,0,0,673,666,7,
36047045400,Census Tract 454, Kings, New York,501,239,239,0,262,244,18,
36047045600,Census Tract 456, Kings, New York,823,140,140,0,683,683,0,
36047045800,Census Tract 458, Kings, New York,481,336,336,0,145,145,0,
36047046000,Census Tract 460, Kings, New York,1059,477,477,0,582,582,0,
36047046201,Census Tract 462.01, Kings, New York,981,375,375,0,606,606,0,
36047046202,Census Tract 462.02, Kings, New York,572,319,319,0,253,253,0,
36047046400,Census Tract 464, Kings, New York,602,310,310,0,292,292,0,
36047046800,Census Tract 468, Kings, New York,526,277,277,0,249,249,0,
36047047000,Census Tract 470, Kings, New York,614,331,331,0,283,283,0,
36047047200,Census Tract 472, Kings, New York,639,266,266,0,373,373,0,
36047047400,Census Tract 474, Kings, New York,654,330,330,0,324,324,0,
36047047600,Census Tract 476, Kings, New York,864,461,461,0,403,403,0,
36047047700,Census Tract 477, Kings, New York,1705,416,416,0,1289,1278,11,
36047047800,Census Tract 478, Kings, New York,1006,444,444,0,562,562,0,
36047048000,Census Tract 480, Kings, New York,990,147,147,0,843,804,39,
36047048100,Census Tract 481, Kings, New York,1257,157,157,0,1100,1100,0,
36047048200,Census Tract 482, Kings, New York,2110,637,637,0,1473,1473,0,
36047048400,Census Tract 484, Kings, New York,1491,354,354,0,1137,1137,0,
36047048500,Census Tract 485, Kings, New York,936,121,120,1,815,815,0,
36047048600,Census Tract 486, Kings, New York,754,195,195,0,559,497,62,
36047048800,Census Tract 488, Kings, New York,1472,821,821,0,651,651,0,
36047048900,Census Tract 489, Kings, New York,1498,0,0,0,1498,1498,0,
36047049000,Census Tract 490, Kings, New York,2245,643,643,0,1602,1602,0,
36047049100,Census Tract 491, Kings, New York,2636,380,380,0,2256,2216,40,
36047049200,Census Tract 492, Kings, New York,1205,472,472,0,733,733,0,
36047049301,Census Tract 493.01, Kings, New York,1009,27,27,0,982,982,0,
36047049302,Census Tract 493.02, Kings, New York,2160,55,55,0,2105,2105,0,
36047049400,Census Tract 494, Kings, New York,2323,965,965,0,1358,1358,0,
36047049500,Census Tract 495, Kings, New York,1251,198,198,0,1053,1045,8,
36047049600,Census Tract 496, Kings, New York,1379,372,372,0,1007,1007,0,
36047049700,Census Tract 497, Kings, New York,1400,305,305,0,1095,1095,0,
36047049800,Census Tract 498, Kings, New York,1437,448,448,0,989,989,0,
36047049900,Census Tract 499, Kings, New York,996,283,283,0,713,713,0,
36047050001,Census Tract 500.01, Kings, New York,868,471,471,0,397,397,0,
36047050002,Census Tract 500.02, Kings, New York,631,263,263,0,368,368,0,
36047050100,Census Tract 501, Kings, New York,1478,421,421,0,1057,1057,0,
36047050202,Census Tract 502.02, Kings, New York,1070,719,719,0,351,351,0,
36047050300,Census Tract 503, Kings, New York,1362,285,285,0,1077,1077,0,
36047050401,Census Tract 504.01, Kings, New York,1177,348,348,0,829,829,0,
36047050402,Census Tract 504.02, Kings, New York,942,574,574,0,368,368,0,
36047050500,Census Tract 505, Kings, New York,1840,201,201,0,1639,1639,0,
36047050600,Census Tract 506, Kings, New York,1971,292,292,0,1679,1679,0,
36047050700,Census Tract 507, Kings, New York,617,127,127,0,490,490,0,
36047050801,Census Tract 508.01, Kings, New York,1303,33,33,0,1270,1270,0,
36047050803,Census Tract 508.03, Kings, New York,1085,32,32,0,1053,1053,0,
36047050804,Census Tract 508.04, Kings, New York,2557,195,195,0,2362,2362,0,
36047050900,Census Tract 509, Kings, New York,880,283,283,0,597,597,0,
36047051001,Census Tract 510.01, Kings, New York,1724,0,0,0,1724,1724,0,
36047051002,Census Tract 510.02, Kings, New York,1694,25,25,0,1669,1669,0,
36047051100,Census Tract 511, Kings, New York,1966,158,158,0,1808,1808,0,
36047051200,Census Tract 512, Kings, New York,2308,166,166,0,2142,2117,25,
36047051300,Census Tract 513, Kings, New York,2329,244,244,0,2085,2085,0,
36047051400,Census Tract 514, Kings, New York,2763,215,215,0,2548,2548,0,
36047051500,Census Tract 515, Kings, New York,1191,222,222,0,969,969,0,
36047051601,Census Tract 516.01, Kings, New York,1936,72,72,0,1864,1864,0,
36047051602,Census Tract 516.02, Kings, New York,1487,74,74,0,1413,1388,25,
36047051700,Census Tract 517, Kings, New York,1445,241,241,0,1204,1204,0,
36047051800,Census Tract 518, Kings, New York,1536,465,465,0,1071,1071,0,
36047051900,Census Tract 519, Kings, New York,2963,356,356,0,2607,2607,0,
36047052000,Census Tract 520, Kings, New York,1333,498,498,0,835,835,0,
36047052300,Census Tract 523, Kings, New York,2224,350,350,0,1874,1874,0,
36047052500,Census Tract 525, Kings, New York,1243,25,25,0,1218,1218,0,
36047052600,Census Tract 526, Kings, New York,1834,337,337,0,1497,1497,0,
36047052700,Census Tract 527, Kings, New York,2274,136,136,0,2138,2138,0,
36047052800,Census Tract 528, Kings, New York,658,386,374,12,272,268,4,
36047052900,Census Tract 529, Kings, New York,879,113,113,0,766,766,0,
36047053000,Census Tract 530, Kings, New York,1184,241,241,0,943,943,0,
36047053101,Census Tract 531.01, Kings, New York,602,97,97,0,505,505,0,
36047053102,Census Tract 531.02, Kings, New York,1117,224,224,0,893,893,0,
36047053200,Census Tract 532, Kings, New York,1022,515,515,0,507,507,0,
36047053300,Census Tract 533, Kings, New York,1582,405,405,0,1177,1177,0,
36047053400,Census Tract 534, Kings, New York,1337,329,329,0,1008,1008,0,
36047053500,Census Tract 535, Kings, New York,883,93,93,0,790,774,16,
36047053700,Census Tract 537, Kings, New York,677,111,111,0,566,566,0,
36047053800,Census Tract 538, Kings, New York,2129,357,357,0,1772,1772,0,
36047053900,Census Tract 539, Kings, New York,883,77,77,0,806,806,0,
36047054200,Census Tract 542, Kings, New York,1540,361,361,0,1179,1167,12,
36047054300,Census Tract 543, Kings, New York,0,0,0,0,0,0,0,
36047054400,Census Tract 544, Kings, New York,1246,515,515,0,731,731,0,
36047054500,Census Tract 545, Kings, New York,2443,95,95,0,2348,2348,0,
36047054600,Census Tract 546, Kings, New York,1855,328,328,0,1527,1527,0,
36047054700,Census Tract 547, Kings, New York,1828,321,321,0,1507,1507,0,
36047054800,Census Tract 548, Kings, New York,751,312,312,0,439,439,0,
36047054900,Census Tract 549, Kings, New York,1713,220,220,0,1493,1493,0,
36047055000,Census Tract 550, Kings, New York,1352,379,379,0,973,973,0,
36047055100,Census Tract 551, Kings, New York,2269,421,421,0,1848,1848,0,
36047055200,Census Tract 552, Kings, New York,1455,434,434,0,1021,1021,0,
36047055300,Census Tract 553, Kings, New York,1361,347,347,0,1014,1014,0,
36047055400,Census Tract 554, Kings, New York,1632,210,188,22,1422,1422,0,
36047055500,Census Tract 555, Kings, New York,4139,1133,1133,0,3006,3006,0,
36047055600,Census Tract 556, Kings, New York,1278,484,484,0,794,794,0,
36047055700,Census Tract 557, Kings, New York,895,101,101,0,794,794,0,
36047055800,Census Tract 558, Kings, New York,960,337,337,0,623,623,0,
36047056000,Census Tract 560, Kings, New York,1413,595,595,0,818,818,0,
36047056100,Census Tract 561, Kings, New York,1642,284,284,0,1358,1358,0,
36047056200,Census Tract 562, Kings, New York,534,475,475,0,59,55,4,
36047056301,Census Tract 563.01, Kings, New York,1754,231,231,0,1523,1523,0,
36047056302,Census Tract 563.02, Kings, New York,716,0,0,0,716,716,0,
36047056400,Census Tract 564, Kings, New York,959,778,778,0,181,181,0,
36047056500,Census Tract 565, Kings, New York,1751,242,242,0,1509,1502,7,
36047056600,Census Tract 566, Kings, New York,1014,414,414,0,600,600,0,
36047056800,Census Tract 568, Kings, New York,542,387,387,0,155,155,0,
36047056900,Census Tract 569, Kings, New York,740,170,170,0,570,570,0,
36047057000,Census Tract 570, Kings, New York,1534,1402,1402,0,132,132,0,
36047057100,Census Tract 571, Kings, New York,1875,377,377,0,1498,1498,0,
36047057200,Census Tract 572, Kings, New York,2126,0,0,0,2126,2118,8,
36047057300,Census Tract 573, Kings, New York,1198,313,313,0,885,885,0,
36047057400,Census Tract 574, Kings, New York,1028,746,746,0,282,282,0,
36047057500,Census Tract 575, Kings, New York,2130,318,318,0,1812,1812,0,
36047057600,Census Tract 576, Kings, New York,1036,557,557,0,479,479,0,
36047057800,Census Tract 578, Kings, New York,1099,403,403,0,696,689,7,
36047057901,Census Tract 579.01, Kings, New York,486,44,44,0,442,440,2,
36047057902,Census Tract 579.02, Kings, New York,0,0,0,0,0,0,0,
36047058000,Census Tract 580, Kings, New York,1302,390,390,0,912,912,0,
36047058200,Census Tract 582, Kings, New York,859,252,252,0,607,607,0,
36047058400,Census Tract 584, Kings, New York,1389,443,443,0,946,941,5,
36047058600,Census Tract 586, Kings, New York,956,508,508,0,448,448,0,
36047058800,Census Tract 588, Kings, New York,1430,653,653,0,777,777,0,
36047058901,Census Tract 589.01, Kings, New York,767,233,233,0,534,527,7,
36047058902,Census Tract 589.02, Kings, New York,0,0,0,0,0,0,0,
36047059000,Census Tract 590, Kings, New York,633,261,261,0,372,372,0,
36047059100,Census Tract 591, Kings, New York,1772,251,251,0,1521,1521,0,
36047059200,Census Tract 592, Kings, New York,1716,403,403,0,1313,1313,0,
36047059300,Census Tract 593, Kings, New York,916,154,154,0,762,762,0,
36047059402,Census Tract 594.02, Kings, New York,2035,1492,1492,0,543,543,0,
36047059403,Census Tract 594.03, Kings, New York,1291,621,621,0,670,670,0,
36047059404,Census Tract 594.04, Kings, New York,1580,713,713,0,867,867,0,
36047059600,Census Tract 596, Kings, New York,1176,780,780,0,396,396,0,
36047059800,Census Tract 598, Kings, New York,1377,623,593,30,754,754,0,
36047060000,Census Tract 600, Kings, New York,2524,1299,1299,0,1225,1225,0,
36047060600,Census Tract 606, Kings, New York,1255,642,642,0,613,613,0,
36047060800,Census Tract 608, Kings, New York,1630,392,386,6,1238,1238,0,
36047061002,Census Tract 610.02, Kings, New York,2470,1161,1161,0,1309,1309,0,
36047061003,Census Tract 610.03, Kings, New York,566,203,203,0,363,363,0,
36047061004,Census Tract 610.04, Kings, New York,2725,411,411,0,2314,2314,0,
36047061200,Census Tract 612, Kings, New York,411,323,323,0,88,88,0,
36047061600,Census Tract 616, Kings, New York,494,424,424,0,70,70,0,
36047062000,Census Tract 620, Kings, New York,708,483,478,5,225,225,0,
36047062200,Census Tract 622, Kings, New York,985,272,272,0,713,713,0,
36047062600,Census Tract 626, Kings, New York,1053,729,729,0,324,324,0,
36047062800,Census Tract 628, Kings, New York,1634,1474,1474,0,160,160,0,
36047063200,Census Tract 632, Kings, New York,617,492,492,0,125,125,0,
36047063600,Census Tract 636, Kings, New York,409,384,384,0,25,25,0,
36047063800,Census Tract 638, Kings, New York,758,488,488,0,270,270,0,
36047064000,Census Tract 640, Kings, New York,553,505,498,7,48,48,0,
36047064200,Census Tract 642, Kings, New York,844,357,357,0,487,487,0,
36047064400,Census Tract 644, Kings, New York,862,556,556,0,306,306,0,
36047064600,Census Tract 646, Kings, New York,671,541,541,0,130,102,28,
36047064800,Census Tract 648, Kings, New York,653,522,522,0,131,131,0,
36047065000,Census Tract 650, Kings, New York,505,304,304,0,201,201,0,
36047065200,Census Tract 652, Kings, New York,460,391,391,0,69,69,0,
36047065400,Census Tract 654, Kings, New York,542,468,463,5,74,74,0,
36047065600,Census Tract 656, Kings, New York,644,553,553,0,91,91,0,
36047065800,Census Tract 658, Kings, New York,649,554,554,0,95,95,0,
36047066000,Census Tract 660, Kings, New York,727,633,633,0,94,94,0,
36047066200,Census Tract 662, Kings, New York,574,454,454,0,120,120,0,
36047066600,Census Tract 666, Kings, New York,0,0,0,0,0,0,0,
36047067000,Census Tract 670, Kings, New York,1074,560,560,0,514,514,0,
36047067200,Census Tract 672, Kings, New York,570,456,456,0,114,114,0,
36047067400,Census Tract 674, Kings, New York,553,408,408,0,145,145,0,
36047067600,Census Tract 676, Kings, New York,545,303,303,0,242,242,0,
36047067800,Census Tract 678, Kings, New York,952,565,565,0,387,387,0,
36047068000,Census Tract 680, Kings, New York,680,476,476,0,204,204,0,
36047068200,Census Tract 682, Kings, New York,885,669,669,0,216,216,0,
36047068600,Census Tract 686, Kings, New York,625,444,444,0,181,181,0,
36047068800,Census Tract 688, Kings, New York,677,508,508,0,169,169,0,
36047069000,Census Tract 690, Kings, New York,599,420,420,0,179,179,0,
36047069200,Census Tract 692, Kings, New York,838,647,647,0,191,191,0,
36047069601,Census Tract 696.01, Kings, New York,1315,527,527,0,788,788,0,
36047069602,Census Tract 696.02, Kings, New York,2065,1615,1615,0,450,450,0,
36047069800,Census Tract 698, Kings, New York,422,400,400,0,22,22,0,
36047070000,Census Tract 700, Kings, New York,673,332,332,0,341,341,0,
36047070201,Census Tract 702.01, Kings, New York,2214,1899,1899,0,315,315,0,
36047070202,Census Tract 702.02, Kings, New York,13,0,0,0,13,13,0,
36047070203,Census Tract 702.03, Kings, New York,0,0,0,0,0,0,0,
36047070601,Census Tract 706.01, Kings, New York,905,743,743,0,162,162,0,
36047070602,Census Tract 706.02, Kings, New York,0,0,0,0,0,0,0,
36047072000,Census Tract 720, Kings, New York,646,245,245,0,401,401,0,
36047072200,Census Tract 722, Kings, New York,1004,675,675,0,329,329,0,
36047072400,Census Tract 724, Kings, New York,765,498,498,0,267,267,0,
36047072600,Census Tract 726, Kings, New York,650,591,591,0,59,59,0,
36047072800,Census Tract 728, Kings, New York,1623,1203,1203,0,420,420,0,
36047073000,Census Tract 730, Kings, New York,795,636,636,0,159,159,0,
36047073200,Census Tract 732, Kings, New York,785,429,429,0,356,356,0,
36047073400,Census Tract 734, Kings, New York,537,424,424,0,113,113,0,
36047073600,Census Tract 736, Kings, New York,1203,580,580,0,623,617,6,
36047073800,Census Tract 738, Kings, New York,1303,630,630,0,673,673,0,
36047074000,Census Tract 740, Kings, New York,1020,321,321,0,699,699,0,
36047074200,Census Tract 742, Kings, New York,968,489,489,0,479,479,0,
36047074400,Census Tract 744, Kings, New York,632,553,553,0,79,79,0,
36047074600,Census Tract 746, Kings, New York,747,418,418,0,329,329,0,
36047074800,Census Tract 748, Kings, New York,685,378,378,0,307,307,0,
36047075000,Census Tract 750, Kings, New York,882,427,427,0,455,455,0,
36047075200,Census Tract 752, Kings, New York,284,264,264,0,20,20,0,
36047075400,Census Tract 754, Kings, New York,463,328,328,0,135,135,0,
36047075600,Census Tract 756, Kings, New York,805,525,525,0,280,280,0,
36047075800,Census Tract 758, Kings, New York,605,321,321,0,284,284,0,
36047076000,Census Tract 760, Kings, New York,1105,479,479,0,626,618,8,
36047076200,Census Tract 762, Kings, New York,1612,235,235,0,1377,1377,0,
36047076400,Census Tract 764, Kings, New York,1495,166,166,0,1329,1329,0,
36047076600,Census Tract 766, Kings, New York,682,180,180,0,502,502,0,
36047076800,Census Tract 768, Kings, New York,1195,451,451,0,744,744,0,
36047077000,Census Tract 770, Kings, New York,1057,431,431,0,626,626,0,
36047077200,Census Tract 772, Kings, New York,1207,547,547,0,660,660,0,
36047077400,Census Tract 774, Kings, New York,1307,172,172,0,1135,1135,0,
36047077600,Census Tract 776, Kings, New York,1781,1064,1064,0,717,717,0,
36047078000,Census Tract 780, Kings, New York,652,466,466,0,186,186,0,
36047078200,Census Tract 782, Kings, New York,1663,392,392,0,1271,1271,0,
36047078400,Census Tract 784, Kings, New York,805,447,447,0,358,348,10,
36047078601,Census Tract 786.01, Kings, New York,1057,284,284,0,773,773,0,
36047078602,Census Tract 786.02, Kings, New York,827,295,295,0,532,532,0,
36047078801,Census Tract 788.01, Kings, New York,780,138,138,0,642,606,36,
36047078802,Census Tract 788.02, Kings, New York,513,5,5,0,508,486,22,
36047079001,Census Tract 790.01, Kings, New York,452,86,86,0,366,366,0,
36047079002,Census Tract 790.02, Kings, New York,1181,340,340,0,841,841,0,
36047079201,Census Tract 792.01, Kings, New York,462,134,134,0,328,326,2,
36047079202,Census Tract 792.02, Kings, New York,750,199,199,0,551,551,0,
36047079400,Census Tract 794, Kings, New York,567,233,233,0,334,334,0,
36047079601,Census Tract 796.01, Kings, New York,1687,269,260,9,1418,1418,0,
36047079602,Census Tract 796.02, Kings, New York,2140,308,308,0,1832,1832,0,
36047079801,Census Tract 798.01, Kings, New York,1451,368,222,146,1083,1072,11,
36047079802,Census Tract 798.02, Kings, New York,2433,52,52,0,2381,2381,0,
36047080000,Census Tract 800, Kings, New York,1431,634,634,0,797,797,0,
36047080200,Census Tract 802, Kings, New York,1982,712,712,0,1270,1270,0,
36047080400,Census Tract 804, Kings, New York,1469,443,443,0,1026,1012,14,
36047080600,Census Tract 806, Kings, New York,1292,299,299,0,993,993,0,
36047080800,Census Tract 808, Kings, New York,580,3,3,0,577,572,5,
36047081000,Census Tract 810, Kings, New York,913,188,188,0,725,725,0,
36047081400,Census Tract 814, Kings, New York,965,400,400,0,565,565,0,
36047081600,Census Tract 816, Kings, New York,1000,298,286,12,702,702,0,
36047081800,Census Tract 818, Kings, New York,1716,354,354,0,1362,1362,0,
36047082000,Census Tract 820, Kings, New York,2168,31,31,0,2137,2099,38,
36047082200,Census Tract 822, Kings, New York,2709,167,167,0,2542,2512,30,
36047082400,Census Tract 824, Kings, New York,1717,290,290,0,1427,1409,18,
36047082600,Census Tract 826, Kings, New York,1855,457,457,0,1398,1398,0,
36047082800,Census Tract 828, Kings, New York,1360,296,296,0,1064,1064,0,
36047083000,Census Tract 830, Kings, New York,2461,573,573,0,1888,1888,0,
36047083200,Census Tract 832, Kings, New York,737,442,442,0,295,295,0,
36047083400,Census Tract 834, Kings, New York,576,379,379,0,197,197,0,
36047083600,Census Tract 836, Kings, New York,694,452,452,0,242,242,0,
36047083800,Census Tract 838, Kings, New York,754,588,588,0,166,166,0,
36047084000,Census Tract 840, Kings, New York,830,551,551,0,279,279,0,
36047084600,Census Tract 846, Kings, New York,715,465,465,0,250,250,0,
36047084800,Census Tract 848, Kings, New York,557,322,322,0,235,235,0,
36047085000,Census Tract 850, Kings, New York,467,367,367,0,100,100,0,
36047085200,Census Tract 852, Kings, New York,4,4,4,0,0,0,0,
36047085400,Census Tract 854, Kings, New York,807,371,371,0,436,436,0,
36047085600,Census Tract 856, Kings, New York,1470,379,379,0,1091,1091,0,
36047085800,Census Tract 858, Kings, New York,765,416,416,0,349,349,0,
36047086000,Census Tract 860, Kings, New York,1328,524,524,0,804,804,0,
36047086200,Census Tract 862, Kings, New York,1259,305,305,0,954,954,0,
36047086400,Census Tract 864, Kings, New York,795,351,351,0,444,444,0,
36047086600,Census Tract 866, Kings, New York,1149,401,401,0,748,748,0,
36047086800,Census Tract 868, Kings, New York,1449,272,272,0,1177,1177,0,
36047087000,Census Tract 870, Kings, New York,1114,366,366,0,748,748,0,
36047087200,Census Tract 872, Kings, New York,1044,480,480,0,564,547,17,
36047087401,Census Tract 874.01, Kings, New York,1510,232,232,0,1278,1257,21,
36047087600,Census Tract 876, Kings, New York,761,329,329,0,432,419,13,
36047087800,Census Tract 878, Kings, New York,985,118,118,0,867,862,5,
36047088001,Census Tract 880.01, Kings, New York,666,302,302,0,364,364,0,
36047088002,Census Tract 880.02, Kings, New York,448,223,223,0,225,225,0,
36047088200,Census Tract 882, Kings, New York,2315,475,475,0,1840,1821,19,
36047088400,Census Tract 884, Kings, New York,1749,314,314,0,1435,1435,0,
36047088600,Census Tract 886, Kings, New York,1918,178,178,0,1740,1740,0,
36047088800,Census Tract 888, Kings, New York,1564,366,366,0,1198,1198,0,
36047089000,Census Tract 890, Kings, New York,2208,232,232,0,1976,1976,0,
36047089200,Census Tract 892, Kings, New York,1628,57,57,0,1571,1571,0,
36047089400,Census Tract 894, Kings, New York,1079,414,414,0,665,665,0,
36047089600,Census Tract 896, Kings, New York,1689,194,194,0,1495,1495,0,
36047089800,Census Tract 898, Kings, New York,664,155,155,0,509,509,0,
36047090000,Census Tract 900, Kings, New York,1758,293,293,0,1465,1465,0,
36047090200,Census Tract 902, Kings, New York,797,259,259,0,538,531,7,
36047090600,Census Tract 906, Kings, New York,1750,13,13,0,1737,1711,26,
36047090800,Census Tract 908, Kings, New York,1314,8,8,0,1306,1306,0,
36047091000,Census Tract 910, Kings, New York,2395,0,0,0,2395,2348,47,
36047091200,Census Tract 912, Kings, New York,2345,19,19,0,2326,2326,0,
36047091600,Census Tract 916, Kings, New York,1571,168,168,0,1403,1403,0,
36047091800,Census Tract 918, Kings, New York,1072,466,466,0,606,606,0,
36047092000,Census Tract 920, Kings, New York,1139,503,503,0,636,636,0,
36047092200,Census Tract 922, Kings, New York,1265,256,256,0,1009,1009,0,
36047092400,Census Tract 924, Kings, New York,905,115,115,0,790,765,25,
36047092800,Census Tract 928, Kings, New York,1143,427,415,12,716,716,0,
36047093000,Census Tract 930, Kings, New York,1037,660,648,12,377,377,0,
36047093200,Census Tract 932, Kings, New York,468,320,320,0,148,148,0,
36047093400,Census Tract 934, Kings, New York,1052,580,580,0,472,472,0,
36047093600,Census Tract 936, Kings, New York,693,479,479,0,214,214,0,
36047093800,Census Tract 938, Kings, New York,952,381,381,0,571,571,0,
36047094401,Census Tract 944.01, Kings, New York,1176,663,663,0,513,513,0,
36047094402,Census Tract 944.02, Kings, New York,1330,0,0,0,1330,1330,0,
36047094600,Census Tract 946, Kings, New York,706,553,553,0,153,153,0,
36047095000,Census Tract 950, Kings, New York,917,476,476,0,441,441,0,
36047095400,Census Tract 954, Kings, New York,1576,826,826,0,750,750,0,
36047095600,Census Tract 956, Kings, New York,1502,589,589,0,913,913,0,
36047095800,Census Tract 958, Kings, New York,1155,579,579,0,576,576,0,
36047096000,Census Tract 960, Kings, New York,0,0,0,0,0,0,0,
36047096200,Census Tract 962, Kings, New York,473,257,257,0,216,216,0,
36047096400,Census Tract 964, Kings, New York,751,434,434,0,317,317,0,
36047096600,Census Tract 966, Kings, New York,816,435,435,0,381,381,0,
36047096800,Census Tract 968, Kings, New York,423,285,285,0,138,138,0,
36047097000,Census Tract 970, Kings, New York,808,385,385,0,423,423,0,
36047097400,Census Tract 974, Kings, New York,691,391,391,0,300,300,0,
36047098200,Census Tract 982, Kings, New York,1702,0,0,0,1702,1702,0,
36047098400,Census Tract 984, Kings, New York,691,414,414,0,277,277,0,
36047098600,Census Tract 986, Kings, New York,978,436,436,0,542,542,0,
36047098800,Census Tract 988, Kings, New York,1096,476,476,0,620,620,0,
36047099000,Census Tract 990, Kings, New York,517,306,306,0,211,211,0,
36047099200,Census Tract 992, Kings, New York,718,482,482,0,236,236,0,
36047099400,Census Tract 994, Kings, New York,645,359,359,0,286,286,0,
36047099600,Census Tract 996, Kings, New York,1138,562,562,0,576,576,0,
36047099800,Census Tract 998, Kings, New York,1277,628,628,0,649,649,0,
36047100400,Census Tract 1004, Kings, New York,972,457,457,0,515,490,25,
36047100600,Census Tract 1006, Kings, New York,925,613,613,0,312,312,0,
36047100800,Census Tract 1008, Kings, New York,661,332,327,5,329,329,0,
36047101000,Census Tract 1010, Kings, New York,872,424,424,0,448,448,0,
36047101200,Census Tract 1012, Kings, New York,869,443,443,0,426,426,0,
36047101400,Census Tract 1014, Kings, New York,814,505,505,0,309,309,0,
36047101600,Census Tract 1016, Kings, New York,520,396,396,0,124,124,0,
36047101800,Census Tract 1018, Kings, New York,800,643,643,0,157,157,0,
36047102000,Census Tract 1020, Kings, New York,728,489,489,0,239,239,0,
36047102200,Census Tract 1022, Kings, New York,762,407,407,0,355,355,0,
36047102400,Census Tract 1024, Kings, New York,710,420,420,0,290,290,0,
36047102600,Census Tract 1026, Kings, New York,944,493,493,0,451,451,0,
36047102801,Census Tract 1028.01, Kings, New York,522,351,351,0,171,171,0,
36047102802,Census Tract 1028.02, Kings, New York,0,0,0,0,0,0,0,
36047103401,Census Tract 1034.01, Kings, New York,1713,0,0,0,1713,1713,0,
36047103402,Census Tract 1034.02, Kings, New York,0,0,0,0,0,0,0,
36047105801,Census Tract 1058.01, Kings, New York,3581,34,34,0,3547,3537,10,
36047105804,Census Tract 1058.04, Kings, New York,3057,89,89,0,2968,2968,0,
