GEOID,Census_Tract,County,State,Total,Total_Owner,Owner_plumbing,Owner_no_plumbing,Total_Renter,Renter_plumbing,Renter_no_plumbing
36085007500,Census Tract 75, Richmond, New York,1134,539,539,0,595,595,0,
36085007700,Census Tract 77, Richmond, New York,517,237,237,0,280,280,0,
36085008100,Census Tract 81, Richmond, New York,1797,877,877,0,920,920,0,
36085009601,Census Tract 96.01, Richmond, New York,1582,1033,1025,8,549,549,0,
36085009602,Census Tract 96.02, Richmond, New York,1331,715,715,0,616,616,0,
36085009701,Census Tract 97.01, Richmond, New York,1513,901,901,0,612,612,0,
36085009702,Census Tract 97.02, Richmond, New York,0,0,0,0,0,0,0,
36085010500,Census Tract 105, Richmond, New York,1645,947,947,0,698,642,56,
36085011201,Census Tract 112.01, Richmond, New York,1835,1388,1388,0,447,447,0,
36085011203,Census Tract 112.03, Richmond, New York,2198,1542,1542,0,656,656,0,
36085011204,Census Tract 112.04, Richmond, New York,66,0,0,0,66,66,0,
36085011401,Census Tract 114.01, Richmond, New York,1318,646,646,0,672,672,0,
36085011402,Census Tract 114.02, Richmond, New York,1278,912,876,36,366,366,0,
36085012100,Census Tract 121, Richmond, New York,1196,1138,1138,0,58,58,0,
36085012200,Census Tract 122, Richmond, New York,1317,926,926,0,391,391,0,
36085012500,Census Tract 125, Richmond, New York,1035,655,655,0,380,380,0,
36085012804,Census Tract 128.04, Richmond, New York,1528,1054,1054,0,474,474,0,
36085012805,Census Tract 128.05, Richmond, New York,792,644,644,0,148,148,0,
36085012806,Census Tract 128.06, Richmond, New York,2243,803,803,0,1440,1440,0,
36085013201,Census Tract 132.01, Richmond, New York,496,445,441,4,51,51,0,
36085013203,Census Tract 132.03, Richmond, New York,2044,1617,1617,0,427,427,0,
36085013204,Census Tract 132.04, Richmond, New York,1749,1252,1252,0,497,497,0,
36085013301,Census Tract 133.01, Richmond, New York,489,8,8,0,481,481,0,
36085013302,Census Tract 133.02, Richmond, New York,983,392,392,0,591,591,0,
36085013400,Census Tract 134, Richmond, New York,1416,1006,1006,0,410,410,0,
36085013800,Census Tract 138, Richmond, New York,2466,2203,2154,49,263,263,0,
36085014100,Census Tract 141, Richmond, New York,1032,540,540,0,492,492,0,
36085014604,Census Tract 146.04, Richmond, New York,2452,2051,2051,0,401,401,0,
36085014605,Census Tract 146.05, Richmond, New York,1326,1087,1079,8,239,239,0,
36085014606,Census Tract 146.06, Richmond, New York,2062,1822,1822,0,240,240,0,
36085014607,Census Tract 146.07, Richmond, New York,1646,1329,1329,0,317,317,0,
36085014608,Census Tract 146.08, Richmond, New York,1169,1085,1085,0,84,84,0,
36085014700,Census Tract 147, Richmond, New York,1396,1036,1036,0,360,360,0,
36085015100,Census Tract 151, Richmond, New York,1815,1517,1491,26,298,298,0,
36085015400,Census Tract 154, Richmond, New York,0,0,0,0,0,0,0,
36085015601,Census Tract 156.01, Richmond, New York,2259,1734,1734,0,525,525,0,
36085015602,Census Tract 156.02, Richmond, New York,1111,1020,1020,0,91,91,0,
36085015603,Census Tract 156.03, Richmond, New York,1634,1300,1300,0,334,334,0,
36085016901,Census Tract 169.01, Richmond, New York,1090,808,808,0,282,282,0,
36085017005,Census Tract 170.05, Richmond, New York,1688,1385,1385,0,303,303,0,
36085017007,Census Tract 170.07, Richmond, New York,1866,1682,1682,0,184,184,0,
36085017009,Census Tract 170.09, Richmond, New York,1588,1199,1199,0,389,389,0,
36085017011,Census Tract 170.11, Richmond, New York,1717,1400,1400,0,317,291,26,
36085017012,Census Tract 170.12, Richmond, New York,1579,1259,1259,0,320,320,0,
36085017013,Census Tract 170.13, Richmond, New York,1506,1321,1321,0,185,185,0,
36085017014,Census Tract 170.14, Richmond, New York,1636,1255,1255,0,381,381,0,
36085017015,Census Tract 170.15, Richmond, New York,952,820,820,0,132,132,0,
36085017016,Census Tract 170.16, Richmond, New York,1442,1332,1332,0,110,110,0,
36085017300,Census Tract 173, Richmond, New York,968,384,384,0,584,584,0,
36085017600,Census Tract 176, Richmond, New York,1556,1378,1378,0,178,178,0,
36085017701,Census Tract 177.01, Richmond, New York,1305,1172,1172,0,133,133,0,
36085017702,Census Tract 177.02, Richmond, New York,944,798,798,0,146,146,0,
36085018100,Census Tract 181, Richmond, New York,1262,911,911,0,351,327,24,
36085018701,Census Tract 187.01, Richmond, New York,628,462,462,0,166,153,13,
36085018703,Census Tract 187.03, Richmond, New York,1273,872,872,0,401,401,0,
36085018704,Census Tract 187.04, Richmond, New York,1176,842,842,0,334,334,0,
36085018901,Census Tract 189.01, Richmond, New York,1599,1212,1212,0,387,387,0,
36085018902,Census Tract 189.02, Richmond, New York,1700,1400,1400,0,300,300,0,
36085019700,Census Tract 197, Richmond, New York,702,595,595,0,107,107,0,
36085019800,Census Tract 198, Richmond, New York,2376,1721,1707,14,655,655,0,
36085020100,Census Tract 201, Richmond, New York,1278,790,790,0,488,488,0,
36085020701,Census Tract 207.01, Richmond, New York,954,540,540,0,414,414,0,
36085020702,Census Tract 207.02, Richmond, New York,876,357,357,0,519,519,0,
36085020803,Census Tract 208.03, Richmond, New York,2488,2203,2203,0,285,285,0,
36085020804,Census Tract 208.04, Richmond, New York,2094,1756,1756,0,338,338,0,
36085020805,Census Tract 208.05, Richmond, New York,2343,2123,2123,0,220,220,0,
36085020806,Census Tract 208.06, Richmond, New York,853,624,624,0,229,229,0,
36085021300,Census Tract 213, Richmond, New York,1491,811,811,0,680,680,0,
36085022300,Census Tract 223, Richmond, New York,941,700,700,0,241,241,0,
36085022601,Census Tract 226.01, Richmond, New York,2383,1931,1931,0,452,452,0,
36085022602,Census Tract 226.02, Richmond, New York,676,308,308,0,368,368,0,
36085022801,Census Tract 228.01, Richmond, New York,10,0,0,0,10,10,0,
36085022802,Census Tract 228.02, Richmond, New York,0,0,0,0,0,0,0,
36085023100,Census Tract 231, Richmond, New York,1435,832,832,0,603,603,0,
36085023900,Census Tract 239, Richmond, New York,1008,732,732,0,276,276,0,
36085024401,Census Tract 244.01, Richmond, New York,1902,1484,1484,0,418,418,0,
36085024402,Census Tract 244.02, Richmond, New York,1714,1375,1375,0,339,339,0,
36085024700,Census Tract 247, Richmond, New York,951,541,541,0,410,410,0,
36085024800,Census Tract 248, Richmond, New York,1667,1310,1310,0,357,357,0,
36085025100,Census Tract 251, Richmond, New York,2107,1949,1949,0,158,158,0,
36085027301,Census Tract 273.01, Richmond, New York,1446,1160,1150,10,286,286,0,
36085027302,Census Tract 273.02, Richmond, New York,1253,883,883,0,370,370,0,
36085027702,Census Tract 277.02, Richmond, New York,2888,1900,1900,0,988,988,0,
36085027704,Census Tract 277.04, Richmond, New York,1583,1160,1160,0,423,423,0,
36085027705,Census Tract 277.05, Richmond, New York,2017,1508,1508,0,509,509,0,
36085027706,Census Tract 277.06, Richmond, New York,1174,927,927,0,247,247,0,
36085027900,Census Tract 279, Richmond, New York,609,501,501,0,108,108,0,
36085029102,Census Tract 291.02, Richmond, New York,1001,907,907,0,94,94,0,
36085029104,Census Tract 291.04, Richmond, New York,2454,1936,1936,0,518,518,0,
36085029105,Census Tract 291.05, Richmond, New York,1564,1098,1098,0,466,466,0,
36085029106,Census Tract 291.06, Richmond, New York,1043,799,799,0,244,244,0,
36085030301,Census Tract 303.01, Richmond, New York,1918,1287,1287,0,631,631,0,
36085030302,Census Tract 303.02, Richmond, New York,2069,1511,1511,0,558,558,0,
36085031901,Census Tract 319.01, Richmond, New York,1174,366,366,0,808,808,0,
36085031902,Census Tract 319.02, Richmond, New York,1554,845,832,13,709,709,0,
36085032300,Census Tract 323, Richmond, New York,445,373,373,0,72,72,0,
36085990100,Census Tract 9901, Richmond, New York,0,0,0,0,0,0,0,
